gene_symbol,citrus_sinensis_id,arabidopsis_id,gene_description,mapman_bin,condition,condition_label,log2_fold_change_vs_healthy,direction
SRG1,orange1.1g035879m,AT1G17020,senescence-related gene1,hormone metabolism.ethylene.synthesis-degradation,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.232,up
RLK,orange1.1g036051m,AT2G37710,receptorlectinkinase,misc.myrosinases-lectin-jacalin,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UGT74B1,orange1.1g036105m,AT1G24100,UDP-glucosyl transferase 74B1,,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WAK2,orange1.1g036131m,AT1G21270,wall-associated kinase 2,signalling.receptor kinases.wall associated kinase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g036168m,AT3G14470,NB-ARC domain-containing disease resistance protein,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g036168m,AT3G14470,NB-ARC domain-containing disease resistance protein,stress.biotic,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.20116,up
*,orange1.1g036265m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g036265m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.3142,up
SAG13,orange1.1g036388m,AT2G29350,senescence-associatedgene13,"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases",healthy_mock,healthy/mock-inoculated control,0.0,baseline
SAG13,orange1.1g036388m,AT2G29350,senescence-associatedgene13,"misc.nitrilases, *nitrile lyases, berberine bridge enzymes, reticuline oxidases, troponine reductases",mild_ctv_b2,mild Citrus tristeza virus strain B2,1.30235,up
GSTL3,orange1.1g036444m,AT5G02790,GlutathioneS-transferase,misc.glutathione S transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
GSTL3,orange1.1g036444m,AT5G02790,GlutathioneS-transferase,misc.glutathione S transferases,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.75739,up
WAKL10,orange1.1g036483m,AT1G79680,WALL ASSOCIATED KINASE(WAK)-LIKE10,protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g036584m,AT3G46730,NB-ARC domain-containing disease resistance protein,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g036584m,AT3G46730,NB-ARC domain-containing disease resistance protein,stress.biotic,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.36867,up
CNGC1,orange1.1g036610m,AT5G53130,cyclic nucleotide gated channel 1,transport.cyclic nucleotide or calcium regulated channels,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CNGC1,orange1.1g036610m,AT5G53130,cyclic nucleotide gated channel 1,transport.cyclic nucleotide or calcium regulated channels,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.53687,up
NB-ARC,orange1.1g036619m,AT3G14470,NB-ARC domain-containing disease resistance protein,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP82C4,orange1.1g036916m,AT4G31940,"cytochromeP450,family82,subfamilyC,polypeptide4",misc.cytochrome P454,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CSLA2,orange1.1g037406m,AT5G22740,cellulose synthase-like A2,cell wall.cellulose synthesis,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CSLA2,orange1.1g037406m,AT5G22740,cellulose synthase-like A2,cell wall.cellulose synthesis,mild_ctv_b2,mild Citrus tristeza virus strain B2,4.16646,up
NB-ARC,orange1.1g037465m,AT3G14460,LRR and NB-ARC domains-containing disease resistance protein,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g037504m,AT3G54070,ARM repeat super family protein,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g037504m,AT3G54070,ARM repeat super family protein,protein.degradation.ubiquitin.E3.RING,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.29218,up
TIR-NBS-LRR,orange1.1g037604m,AT5G17680,"disease resistance protein(TIR-NBS-LRRclass),putative",stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
TIR-NBS-LRR,orange1.1g037604m,AT5G17680,"disease resistance protein(TIR-NBS-LRRclass),putative",stress.biotic.PR-proteins,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.08601,up
,orange1.1g037671m,AT5G67140,F-box/RNI-likesuperfamilyprotein,protein.degradation.ubiquitin.E3.SCF.FBOX,healthy_mock,healthy/mock-inoculated control,0.0,baseline
,orange1.1g037671m,AT5G67140,F-box/RNI-likesuperfamilyprotein,protein.degradation.ubiquitin.E3.SCF.FBOX,mild_ctv_b2,mild Citrus tristeza virus strain B2,-2.90357,down
*,orange1.1g037778m,AT3G54070,ARM repeat super family protein,protein.degradation.ubiquitin.E3.RING,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g037778m,AT3G54070,ARM repeat super family protein,protein.degradation.ubiquitin.E3.RING,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.621,up
*,orange1.1g037784m,AT1G03220,Eukaryotic aspartyl protease ,protein.degradation.aspartate protease,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g037784m,AT1G03220,Eukaryotic aspartyl protease ,protein.degradation.aspartate protease,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.40275,down
TIR-NBS-LRR,orange1.1g037850m,AT2G20142,Toll-Interleukin-Resistance(TIR) domain family protein,stress.biotic.receptors,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g037851m,AT4G27190,NB-ARC domain-containing disease resistance protein,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g037935m,AT4G27190,NB-ARC domain-containing disease resistance protein,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g038103m,AT2G19130,S-locus lectin protein kinase ,signalling.receptor kinases.DUF 26,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g038103m,AT2G19130,S-locus lectin protein kinase ,signalling.receptor kinases.DUF 26,severe_ctv_b6,severe Citrus tristeza virus strain B6,-2.43122,down
CNGC1,orange1.1g038306m,AT5G53130,cyclic nucleotide gated channel 1,transport.cyclic nucleotide or calcium regulated channels,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CNGC1,orange1.1g038306m,AT5G53130,cyclic nucleotide gated channel 1,transport.cyclic nucleotide or calcium regulated channels,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.78863,up
PPR7,orange1.1g038567m,AT5G02810,pseudo-response regulator 7,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PPR7,orange1.1g038567m,AT5G02810,pseudo-response regulator 7,RNA.regulation of transcription.Psudo ARR transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.27469,up
PPR7,orange1.1g038567m,AT5G02810,pseudo-response regulator 7,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.84856,up
COBL7,orange1.1g038710m,AT4G16120,COBRA-likeprotein-7 precursor ,cell wall.cellulose synthesis.COBRA,healthy_mock,healthy/mock-inoculated control,0.0,baseline
COBL7,orange1.1g038710m,AT4G16120,COBRA-likeprotein-7 precursor ,cell wall.cellulose synthesis.COBRA,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.16984,up
NB-ARC,orange1.1g038902m,AT4G27190,NB-ARC domain-containing disease resistance protein,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NPR4,orange1.1g038955m,AT4G19660,NPR1-like protein 4,cell.organisation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
EXLB3 ,orange1.1g039202m,AT2G18660,EXPANSIN-LIKE B3 PRECURSOR,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g039262m,AT1G12280,LRR and NB-ARC domains-containing disease resistance protein,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g039262m,AT1G12280,LRR and NB-ARC domains-containing disease resistance protein,stress.biotic,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.38749,up
RLP13,orange1.1g039327m,AT1G74170,receptor like protein 13,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ERF-1,orange1.1g039409m,AT3G23240,ethylene responsive element binding factor 1,hormone metabolism.ethylene.signal transduction,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g039451m,AT1G24110,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g039514m,AT3G47110,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
2OG-Fe(II),orange1.1g039524m,AT3G13610,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
2OG-Fe(II),orange1.1g039524m,AT3G13610,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenases,hormone metabolism.ethylene.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,8.94965,up
PRR3,orange1.1g039733m,AT5G60100,pseudo-response regulator 3,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PRR3,orange1.1g039733m,AT5G60100,pseudo-response regulator 3,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.58622,up
ZIP5,orange1.1g040032m,AT1G05300,zinc transporter 5 precursor,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP5,orange1.1g040032m,AT1G05300,zinc transporter 5 precursor,transport.metal,severe_ctv_b6,severe Citrus tristeza virus strain B6,0.847257,below_threshold
*,orange1.1g040309m,AT4G35160,O-methyl transferase ,secondary metabolism.phenylpropanoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g040309m,AT4G35160,O-methyl transferase ,secondary metabolism.phenylpropanoids,mild_ctv_b2,mild Citrus tristeza virus strain B2,4.62645,up
CC-NBS-LRR,orange1.1g040318m,AT5G63020,Diseasere sistance protein(CC-NBS-LRRclass)family,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CC-NBS-LRR,orange1.1g040318m,AT5G63020,Diseasere sistance protein(CC-NBS-LRRclass)family,stress.biotic,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.82401,up
Kunitz,orange1.1g040351m,AT1G17860,Kunitzfamilytrypsinandproteaseinhibitorprotein,not assigned.unknown,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Kunitz,orange1.1g040351m,AT1G17860,Kunitzfamilytrypsinandproteaseinhibitorprotein,not assigned.unknown,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.38164,up
RLP45,orange1.1g040468m,AT3G53240,receptor like protein 45,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP45,orange1.1g040468m,AT3G53240,receptor like protein 45,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.16362,up
CDR1,orange1.1g040562m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CDR1,orange1.1g040562m,AT5G33340,Eukaryotic aspartyl protease ,RNA.regulation of transcription.unclassified,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.13406,up
SRG1,orange1.1g040640m,AT1G17020,senescence-related gene1,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
SRG1,orange1.1g040640m,AT1G17020,senescence-related gene1,hormone metabolism.ethylene.synthesis-degradation,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.55278,up
RLP15,orange1.1g040699m,AT1G74190,receptor like protein 15,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP15,orange1.1g040699m,AT1G74190,receptor like protein 15,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.37973,up
NB-ARC,orange1.1g040774m,AT4G27220,NB-ARC domain-containing disease resistance protein,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g041178m,AT1G35710,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g041178m,AT1G35710,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.66755,up
BCS1,orange1.1g041382m,AT3G50930,cytochrome BC1 synthesis,protein.degradation.AAA type,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PP2-B10,orange1.1g041394m,AT2G02360,phloem protein2-B10,cell.organisation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PP2-B10,orange1.1g041394m,AT2G02360,phloem protein2-B10,cell.organisation,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.06457,up
HSC70,orange1.1g041815m,AT5G02500,heat shock cognate protein 70-1,stress.abiotic.heat,healthy_mock,healthy/mock-inoculated control,0.0,baseline
HSC70,orange1.1g041815m,AT5G02500,heat shock cognate protein 70-1,stress.abiotic.heat,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.05932,up
WAK1,orange1.1g041859m,AT1G21250,cell wall-associated kinase,not assigned.unknown,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g041900m,AT1G31950,Terpenoidcyclases/Proteinprenyl transferases,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g041900m,AT1G31950,Terpenoidcyclases/Proteinprenyl transferases,secondary metabolism.isoprenoids.terpenoids,mild_ctv_b2,mild Citrus tristeza virus strain B2,4.71573,up
TPS21,orange1.1g041926m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
TPS21,orange1.1g041926m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,mild_ctv_b2,mild Citrus tristeza virus strain B2,8.21568,up
CYP71A26,orange1.1g041964m,AT3G48270,"cytochromeP450,family71,subfamilyA,polypeptide26",misc.cytochrome P450,healthy_mock,healthy/mock-inoculated control,0.0,baseline
CYP71A26,orange1.1g041964m,AT3G48270,"cytochromeP450,family71,subfamilyA,polypeptide26",misc.cytochrome P450,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.36084,down
COPT1,orange1.1g042215m,AT5G59030,copper transporter 1,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
COPT1,orange1.1g042215m,AT5G59030,copper transporter 1,transport.metal,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.17865,up
COPT1,orange1.1g042215m,AT5G59030,copper transporter 1,transport.metal,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.07951,up
*,orange1.1g042235m,AT5G38620,MADS-box transcription factor family protein ,RNA.regulation of transcription.MADS box transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g042235m,AT5G38620,MADS-box transcription factor family protein ,RNA.regulation of transcription.MADS box transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,-1.02224,down
WAK,orange1.1g042371m,AT4G31100,"wall-associated kinase,putative",signalling.receptor kinases.wall associated kinase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
WAK,orange1.1g042371m,AT4G31100,"wall-associated kinase,putative",signalling.receptor kinases.wall associated kinase,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.55278,up
CC-NBS-LRR,orange1.1g042541m,AT5G66900,Diseasere sistance protein(CC-NBS-LRRclass)family,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PP2-B13,orange1.1g042543m,AT1G56240,phloem protein2-B13,cell.organisation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PP2-B13,orange1.1g042543m,AT1G56240,phloem protein2-B13,cell.organisation,mild_ctv_b2,mild Citrus tristeza virus strain B2,-4.19141,down
NB-ARC,orange1.1g042791m,AT3G14470,NB-ARC domain-containing disease resistance protein,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g042822m,AT4G27190,NB-ARC domain-containing disease resistance protein,stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g042822m,AT4G27190,NB-ARC domain-containing disease resistance protein,stress.biotic.PR-proteins,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.03112,up
*,orange1.1g042876m,AT4G08850,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP13,orange1.1g042884m,AT1G74170,receptor like protein 13,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP13,orange1.1g042884m,AT1G74170,receptor like protein 13,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.3248,up
UGT74B1,orange1.1g042896m,AT1G24100,UDP-glucosyl transferase 74B1,,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UGT74B1,orange1.1g042896m,AT1G24100,UDP-glucosyl transferase 74B1,,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.64633,up
SPCH,orange1.1g042904m,AT5G53210,basic helix-loop-helix(bHLH) DNA-binding  protein,"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family",healthy_mock,healthy/mock-inoculated control,0.0,baseline
SPCH,orange1.1g042904m,AT5G53210,basic helix-loop-helix(bHLH) DNA-binding  protein,"RNA.regulation of transcription.bHLH,Basic Helix-Loop-Helix family",severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.01159,down
PPR7,orange1.1g042954m,AT5G02810,pseudo-response regulator 7,RNA.regulation of transcription.Psudo ARR transcription factor family,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PPR7,orange1.1g042954m,AT5G02810,pseudo-response regulator 7,RNA.regulation of transcription.Psudo ARR transcription factor family,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.49036,up
PPR7,orange1.1g042954m,AT5G02810,pseudo-response regulator 7,RNA.regulation of transcription.Psudo ARR transcription factor family,severe_ctv_b6,severe Citrus tristeza virus strain B6,2.12664,up
*,orange1.1g043041m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP15,orange1.1g043235m,AT1G74190,receptor like protein 15,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UDP-Glycosyl,orange1.1g043304m,AT5G12890,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
UDP-Glycosyl,orange1.1g043304m,AT5G12890,UDP-Glycosyl transferase ,misc.UDP glucosyl and glucoronyl transferases,mild_ctv_b2,mild Citrus tristeza virus strain B2,2.94871,up
PRP4,orange1.1g043343m,AT4G38770,proline-rich protein 4,cell wall.cell wall proteins.proline rich proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
TPS02,orange1.1g043404m,AT4G16730,terpene synthase 02,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
TPS02,orange1.1g043404m,AT4G16730,terpene synthase 02,secondary metabolism.isoprenoids.terpenoids,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.29972,up
AMT1;2,orange1.1g043627m,AT1G64780,ammonium transporter 1;2,transport.ammonium,healthy_mock,healthy/mock-inoculated control,0.0,baseline
AMT1;2,orange1.1g043627m,AT1G64780,ammonium transporter 1;2,transport.ammonium,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.93896,down
TPS21,orange1.1g043754m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g043902m,AT3G47570,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g043902m,AT3G47570,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.70125,up
NB-ARC,orange1.1g044195m,AT3G14470,NB-ARC domain-containing disease resistance protein,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
NB-ARC,orange1.1g044195m,AT3G14470,NB-ARC domain-containing disease resistance protein,stress.biotic,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.0399,up
TIR-NBS-LRR,orange1.1g044302m,AT5G17680,"disease resistance protein(TIR-NBS-LRRclass),putative",stress.biotic.PR-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g044303m,AT1G03220,Eukaryotic aspartyl protease ,protein.degradation.aspartate protease,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g044303m,AT1G03220,Eukaryotic aspartyl protease ,protein.degradation.aspartate protease,mild_ctv_b2,mild Citrus tristeza virus strain B2,-1.19387,down
*,orange1.1g044303m,AT1G03220,Eukaryotic aspartyl protease ,protein.degradation.aspartate protease,severe_ctv_b6,severe Citrus tristeza virus strain B6,-1.40593,down
*,orange1.1g044353m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
FER,orange1.1g044454m,AT3G51550,Malectin/receptor-like protein kinase ,protein.postranslational modification.kinase.receptor like cytoplasmatic kinase VII,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OMT1,orange1.1g044458m,AT5G54160,O-methyl transferase 1,misc.O-methyl transferases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
OMT1,orange1.1g044458m,AT5G54160,O-methyl transferase 1,misc.O-methyl transferases,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.34072,up
*,orange1.1g044462m,AT3G25810,Terpenoidcyclases/Proteinprenyl transferases,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g044462m,AT3G25810,Terpenoidcyclases/Proteinprenyl transferases,secondary metabolism.isoprenoids.terpenoids,mild_ctv_b2,mild Citrus tristeza virus strain B2,7.24663,up
TPS21,orange1.1g044478m,AT5G23960,terpene synthase 21,secondary metabolism.isoprenoids.terpenoids,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP11,orange1.1g044590m,AT1G55910,zinc transporter 11 precursor,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP11,orange1.1g044590m,AT1G55910,zinc transporter 11 precursor,transport.metal,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.07866,up
ZIP11,orange1.1g044590m,AT1G55910,zinc transporter 11 precursor,transport.metal,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.30965,up
EXPB2,orange1.1g044689m,AT1G65680,expansin B2,cell wall.modification,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g044721m,AT4G39230,NmrA-like negative transcriptional regulator,secondary metabolism.flavonoids.isoflavones.isoflavone reductase,healthy_mock,healthy/mock-inoculated control,0.0,baseline
Myb-like HTH,orange1.1g044722m,AT5G06800,myb-like HTH transcriptional regulator family protein,"RNA.regulation of transcription.G2-like transcription factor family, GARP",healthy_mock,healthy/mock-inoculated control,0.0,baseline
Myb-like HTH,orange1.1g044722m,AT5G06800,myb-like HTH transcriptional regulator family protein,"RNA.regulation of transcription.G2-like transcription factor family, GARP",mild_ctv_b2,mild Citrus tristeza virus strain B2,-5.37806,down
NB-ARC,orange1.1g044750m,AT3G14470,NB-ARC domain-containing disease resistance protein,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
"ARAC4,ROP2,ATROP2,ATRAC4",orange1.1g044772m,AT1G20090,RHO-related protein from plants 2,signalling.G-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
"ARAC4,ROP2,ATROP2,ATRAC4",orange1.1g044772m,AT1G20090,RHO-related protein from plants 2,signalling.G-proteins,mild_ctv_b2,mild Citrus tristeza virus strain B2,1.83596,up
CHIA,orange1.1g044801m,AT5G24090,chitinaseA,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP5,orange1.1g044821m,AT1G05300,zinc transporter 5 precursor,transport.metal,healthy_mock,healthy/mock-inoculated control,0.0,baseline
ZIP5,orange1.1g044821m,AT1G05300,zinc transporter 5 precursor,transport.metal,mild_ctv_b2,mild Citrus tristeza virus strain B2,-2.41005,down
ZIP5,orange1.1g044821m,AT1G05300,zinc transporter 5 precursor,transport.metal,severe_ctv_b6,severe Citrus tristeza virus strain B6,0.36226,below_threshold
RLP13,orange1.1g044924m,AT1G74170,receptor like protein 13,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RLP13,orange1.1g044924m,AT1G74170,receptor like protein 13,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,3.10392,up
*,orange1.1g045210m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g045210m,AT2G34930,LRR family protein,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.71815,up
SRG1,orange1.1g045260m,AT1G17020,senescence-related gene1,hormone metabolism.ethylene.synthesis-degradation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RID3,orange1.1g045370m,AT3G49180,Transducin/WD40repeat-like protein,signalling.G-proteins,healthy_mock,healthy/mock-inoculated control,0.0,baseline
RID3,orange1.1g045370m,AT3G49180,Transducin/WD40repeat-like protein,signalling.G-proteins,mild_ctv_b2,mild Citrus tristeza virus strain B2,3.88334,up
PR3,orange1.1g045378m,AT3G12500,basic chitinase ,stress.biotic,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PR3,orange1.1g045378m,AT3G12500,basic chitinase ,stress.biotic,mild_ctv_b2,mild Citrus tristeza virus strain B2,-1.29803,down
*,orange1.1g045530m,AT2G41480,Peroxidase super family protein,misc.peroxidases,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PP2-B15,orange1.1g045590m,AT1G09155,phloem protein2-B15,cell.organisation,healthy_mock,healthy/mock-inoculated control,0.0,baseline
PP2-B15,orange1.1g045590m,AT1G09155,phloem protein2-B15,cell.organisation,mild_ctv_b2,mild Citrus tristeza virus strain B2,-6.56743,down
*,orange1.1g045649m,AT1G35710,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,healthy_mock,healthy/mock-inoculated control,0.0,baseline
*,orange1.1g045649m,AT1G35710,Leucine-rich repeat protein kinase ,signalling.receptor kinases.leucine rich repeat XI,severe_ctv_b6,severe Citrus tristeza virus strain B6,1.48919,up
